
Fail: Eawdfr2s3WEE	10p8-082wj498	2014-02-06 14:13:26数据清单如下:
位置	数值	参考值	参考精度	实际精度	结果
 223	50.62	50.40	0.0100		0.0044		Pass
 202	44.81	44.80	0.0100		0.0002		Pass
 181	39.34	39.20	0.0100		0.0036		Pass
 160	33.69	33.60	0.0100		0.0027		Pass
 139	28.08	28.00	0.0100		0.0029		Pass
 118	22.43	22.40	0.0100		0.0013		Pass
  97	16.84	16.80	0.0100		0.0024		Pass
  76	11.25	11.20	0.0100		0.0045		Pass
  55	 5.61	 5.60	0.0400		0.0018		Pass

Fail: Eawdfr2s3WEE	10p8-082wj490	2014-02-06 15:19:35数据清单如下:
位置	数值	参考值	参考精度	实际精度	结果
  55	 5.61	 5.60	0.0400		0.0018		Pass
  76	11.24	11.20	0.0100		0.0036		Pass
  97	16.86	16.80	0.0100		0.0036		Pass
 118	22.49	22.40	0.0100		0.0040		Pass
 139	28.07	28.00	0.0100		0.0025		Pass
 160	33.62	33.60	0.0100		0.0006		Pass
 181	39.36	39.20	0.0100		0.0041		Pass
 202	45.02	44.80	0.0100		0.0049		Pass
 223	50.49	50.40	0.0100		0.0018		Pass
 244	56.70	56.60	0.0100		0.0018		Pass
 265	62.99	62.80	0.0100		0.0030		Pass
 286	69.10	69.00	0.0100		0.0014		Pass
 307	75.53	75.20	0.0100		0.0044		Pass
 328	81.55	81.40	0.0100		0.0018		Pass
 349	87.68	87.60	0.0100		0.0009		Pass
 370	100.63	100.60	0.0100		0.0003		Pass
 391	115.73	115.60	0.0100		0.0011		Pass
 412	130.62	130.60	0.0100		0.0002		Pass
 433	150.66	150.60	0.0100		0.0004		Pass
 454	170.85	170.60	0.0100		0.0015		Pass
 454	170.85	170.60	0.0100		0.0015		Pass
 433	151.16	150.60	0.0100		0.0037		Pass
 412	130.86	130.60	0.0100		0.0020		Pass
 391	115.94	115.60	0.0100		0.0029		Pass
 370	100.61	100.60	0.0100		0.0001		Pass
 349	88.02	87.60	0.0100		0.0048		Pass
 328	81.77	81.40	0.0100		0.0045		Pass
 307	75.57	75.20	0.0100		0.0049		Pass
 286	69.30	69.00	0.0100		0.0043		Pass
 265	62.96	62.80	0.0100		0.0025		Pass
 244	56.81	56.60	0.0100		0.0037		Pass
 223	50.48	50.40	0.0100		0.0016		Pass
 202	44.92	44.80	0.0100		0.0027		Pass
 181	39.26	39.20	0.0100		0.0015		Pass
 160	33.72	33.60	0.0100		0.0036		Pass
 139	28.11	28.00	0.0100		0.0039		Pass
 118	22.45	22.40	0.0100		0.0022		Pass
  97	16.86	16.80	0.0100		0.0036		Pass
  76	11.23	11.20	0.0100		0.0027		Pass
  55	 5.60	 5.60	0.0400		0.0000		Pass
